,NIC_PT,NAME,NUI_PT,YEAR,AGECAT,SEXCAT,state
2755,10035973,Florida,2378003,2018,1,0,12
2756,4777408,Florida,1290910,2018,1,1,12
2757,5258565,Florida,1087093,2018,1,2,12
2764,4047911,Florida,331182,2018,4,0,12
2768,7397367,Georgia,1398968,2018,0,0,13
2769,3572560,Georgia,733924,2018,0,1,13
2770,3824807,Georgia,665044,2018,0,2,13
2771,5128705,Georgia,1212218,2018,1,0,13
2772,2415690,Georgia,637578,2018,1,1,13
2773,2713015,Georgia,574640,2018,1,2,13
2780,2381935,Georgia,206642,2018,4,0,13
2784,1077305,Hawaii,53377,2018,0,0,15
2785,540325,Hawaii,30962,2018,0,1,15
2786,536980,Hawaii,22415,2018,0,2,15
2787,783286,Hawaii,45845,2018,1,0,15
2788,388965,Hawaii,27111,2018,1,1,15
2789,394321,Hawaii,18734,2018,1,2,15
2796,307032,Hawaii,8302,2018,4,0,15
2800,1259588,Idaho,190472,2018,0,0,16
2801,628160,Idaho,101993,2018,0,1,16
2802,631428,Idaho,88479,2018,0,2,16
2803,844968,Idaho,164491,2018,1,0,16
2804,415928,Idaho,89478,2018,1,1,16
2805,429040,Idaho,75013,2018,1,2,16
2812,435291,Idaho,28091,2018,4,0,16
2816,9661801,Illinois,853809,2018,0,0,17
2817,4764868,Illinois,478870,2018,0,1,17
2818,4896933,Illinois,374939,2018,0,2,17
2819,6937542,Illinois,764848,2018,1,0,17
2820,3374054,Illinois,431799,2018,1,1,17
2821,3563488,Illinois,333049,2018,1,2,17
2828,2866732,Illinois,99251,2018,4,0,17
2832,4942149,Indiana,532695,2018,0,0,18
2833,2449535,Indiana,287403,2018,0,1,18
2834,2492614,Indiana,245292,2018,0,2,18
2835,3508238,Indiana,434681,2018,1,0,18
2836,1714430,Indiana,237402,2018,1,1,18
2837,1793808,Indiana,197279,2018,1,2,18
2844,1506527,Indiana,106332,2018,4,0,18
2848,2399036,Iowa,142584,2018,0,0,19
2849,1204389,Iowa,81721,2018,0,1,19
2850,1194647,Iowa,60863,2018,0,2,19
2851,1701347,Iowa,123928,2018,1,0,19
2852,848062,Iowa,71738,2018,1,1,19
2853,853285,Iowa,52190,2018,1,2,19
2860,732463,Iowa,20414,2018,4,0,19
2864,2145672,Kansas,241000,2018,0,0,20
2865,1071365,Kansas,130581,2018,0,1,20
2866,1074307,Kansas,110419,2018,0,2,20
2867,1483914,Kansas,207842,2018,1,0,20
2868,732113,Kansas,114301,2018,1,1,20
2869,751801,Kansas,93541,2018,1,2,20
2876,693953,Kansas,36327,2018,4,0,20
2880,3381093,Kentucky,241947,2018,0,0,21
2881,1669609,Kentucky,135973,2018,0,1,21
2882,1711484,Kentucky,105974,2018,0,2,21
2883,2432884,Kentucky,206343,2018,1,0,21
2884,1183202,Kentucky,117967,2018,1,1,21
2885,1249682,Kentucky,88376,2018,1,2,21
2892,996196,Kentucky,38710,2018,4,0,21
2896,3466995,Louisiana,354948,2018,0,0,22
2897,1672543,Louisiana,202716,2018,0,1,22
2898,1794452,Louisiana,152232,2018,0,2,22
2899,2427943,Louisiana,321607,2018,1,0,22
2900,1142185,Louisiana,185879,2018,1,1,22
2901,1285758,Louisiana,135728,2018,1,2,22
2908,1090815,Louisiana,37311,2018,4,0,22
2912,930499,Maine,106052,2018,0,0,23
2913,457230,Maine,57934,2018,0,1,23
2914,473269,Maine,48118,2018,0,2,23
2915,699812,Maine,92614,2018,1,0,23
2916,339012,Maine,51177,2018,1,1,23
2917,360800,Maine,41437,2018,1,2,23
2924,243067,Maine,14582,2018,4,0,23
2928,4647719,Maryland,346367,2018,0,0,24
2929,2259017,Maryland,194143,2018,0,1,24
2930,2388702,Maryland,152224,2018,0,2,24
2931,3370428,Maryland,306378,2018,1,0,24
2932,1606240,Maryland,173532,2018,1,1,24
2933,1764188,Maryland,132846,2018,1,2,24
2940,1342281,Maryland,44282,2018,4,0,24
2944,5389682,Massachusetts,182533,2018,0,0,25
2945,2652040,Massachusetts,106359,2018,0,1,25
2946,2737642,Massachusetts,76174,2018,0,2,25
2947,4056400,Massachusetts,167383,2018,1,0,25
2948,1970711,Massachusetts,98672,2018,1,1,25
2949,2085689,Massachusetts,68711,2018,1,2,25
2956,1407816,Massachusetts,16951,2018,4,0,25
2960,7571815,Michigan,526541,2018,0,0,26
2961,3737944,Michigan,303483,2018,0,1,26
2962,3833871,Michigan,223058,2018,0,2,26
2963,5520811,Michigan,458496,2018,1,0,26
2964,2689810,Michigan,267815,2018,1,1,26
2965,2831001,Michigan,190681,2018,1,2,26
2972,2162351,Michigan,74747,2018,4,0,26
2976,4398603,Minnesota,238150,2018,0,0,27
2977,2203842,Minnesota,139470,2018,0,1,27
2978,2194761,Minnesota,98680,2018,0,2,27
2979,3156612,Minnesota,198068,2018,1,0,27
2980,1569605,Minnesota,118460,2018,1,1,27
2981,1587007,Minnesota,79608,2018,1,2,27
2988,1301828,Minnesota,43894,2018,4,0,27
2992,2069798,Mississippi,349341,2018,0,0,28
2993,995081,Mississippi,186035,2018,0,1,28
2994,1074717,Mississippi,163306,2018,0,2,28
2995,1410327,Mississippi,319409,2018,1,0,28
2996,658645,Mississippi,170593,2018,1,1,28
2997,751682,Mississippi,148816,2018,1,2,28
3004,693261,Mississippi,33741,2018,4,0,28
3008,4387099,Missouri,562414,2018,0,0,29
3009,2157463,Missouri,304151,2018,0,1,29
3010,2229636,Missouri,258263,2018,0,2,29
3011,3116160,Missouri,488464,2018,1,0,29
3012,1504673,Missouri,268330,2018,1,1,29
3013,1611487,Missouri,220134,2018,1,2,29
3020,1332953,Missouri,81459,2018,4,0,29
3024,757718,Montana,86396,2018,0,0,30
3025,377622,Montana,49721,2018,0,1,30
3026,380096,Montana,36675,2018,0,2,30
3027,546630,Montana,73022,2018,1,0,30
3028,269144,Montana,43030,2018,1,1,30
3029,277486,Montana,29992,2018,1,2,30
3036,220915,Montana,14548,2018,4,0,30
3040,1434972,Nebraska,149728,2018,0,0,31
3041,721529,Nebraska,81444,2018,0,1,31
3042,713443,Nebraska,68284,2018,0,2,31
3043,989803,Nebraska,127048,2018,1,0,31
3044,493756,Nebraska,69704,2018,1,1,31
3045,496047,Nebraska,57344,2018,1,2,31
3052,465666,Nebraska,24810,2018,4,0,31
3056,2193325,Nevada,326024,2018,0,0,32
3057,1092186,Nevada,176329,2018,0,1,32
3058,1101139,Nevada,149695,2018,0,2,32
3059,1567534,Nevada,273965,2018,1,0,32
3060,771870,Nevada,149657,2018,1,1,32
3061,795664,Nevada,124308,2018,1,2,32
3068,655368,Nevada,57246,2018,4,0,32
3072,1002810,New Hampshire,76244,2018,0,0,33
3073,497937,New Hampshire,44411,2018,0,1,33
3074,504873,New Hampshire,31833,2018,0,2,33
3075,754391,New Hampshire,70565,2018,1,0,33
3076,370529,New Hampshire,41817,2018,1,1,33
3077,383862,New Hampshire,28748,2018,1,2,33
3084,261942,New Hampshire,6281,2018,4,0,33
3088,6703436,New Jersey,642184,2018,0,0,34
3089,3296564,New Jersey,354398,2018,0,1,34
3090,3406872,New Jersey,287786,2018,0,2,34
3091,4839220,New Jersey,573058,2018,1,0,34
3092,2343063,New Jersey,320076,2018,1,1,34
3093,2496157,New Jersey,252982,2018,1,2,34
3100,1961356,New Jersey,76784,2018,4,0,34
3104,1495692,New Mexico,194630,2018,0,0,35
3105,733801,New Mexico,108461,2018,0,1,35
3106,761891,New Mexico,86169,2018,0,2,35
3107,1044372,New Mexico,170628,2018,1,0,35
3108,503223,New Mexico,96215,2018,1,1,35
3109,541149,New Mexico,74413,2018,1,2,35
3116,474628,New Mexico,27180,2018,4,0,35
3120,14909637,New York,1007242,2018,0,0,36
3121,7281015,New York,585141,2018,0,1,36
3122,7628622,New York,422101,2018,0,2,36
3123,11009177,New York,914338,2018,1,0,36
3124,5285008,New York,537053,2018,1,1,36
3125,5724169,New York,377285,2018,1,2,36
3132,4102601,New York,103277,2018,4,0,36
3136,7373641,North Carolina,1076670,2018,0,0,37
3137,3571644,North Carolina,586434,2018,0,1,37
3138,3801997,North Carolina,490236,2018,0,2,37
3139,5228337,North Carolina,962363,2018,1,0,37
3140,2479066,North Carolina,525487,2018,1,1,37
3141,2749271,North Carolina,436876,2018,1,2,37
3148,2252846,North Carolina,127645,2018,4,0,37
3152,576028,North Dakota,50455,2018,0,0,38
3153,295843,North Dakota,29708,2018,0,1,38
3154,280185,North Dakota,20747,2018,0,2,38
3155,411021,North Dakota,39611,2018,1,0,38
3156,211228,North Dakota,24313,2018,1,1,38
3157,199793,North Dakota,15298,2018,1,2,38
3164,171845,North Dakota,11591,2018,4,0,38
3168,8713855,Ohio,729559,2018,0,0,39
3169,4293184,Ohio,408978,2018,0,1,39
3170,4420671,Ohio,320581,2018,0,2,39
3171,6289461,Ohio,611864,2018,1,0,39
3172,3053413,Ohio,348180,2018,1,1,39
3173,3236048,Ohio,263684,2018,1,2,39
3180,2550105,Ohio,128056,2018,4,0,39
3184,2691135,Oklahoma,536856,2018,0,0,40
3185,1329089,Oklahoma,283492,2018,0,1,40
3186,1362046,Oklahoma,253364,2018,0,2,40
3187,1825776,Oklahoma,462307,2018,1,0,40
3188,887059,Oklahoma,244339,2018,1,1,40
3189,938717,Oklahoma,217968,2018,1,2,40
3196,905345,Oklahoma,82271,2018,4,0,40
3200,3102032,Oregon,285855,2018,0,0,41
3201,1535897,Oregon,163456,2018,0,1,41
3202,1566135,Oregon,122399,2018,0,2,41
3203,2272498,Oregon,258354,2018,1,0,41
3204,1110313,Oregon,149315,2018,1,1,41
3205,1162185,Oregon,109039,2018,1,2,41
3212,871987,Oregon,30334,2018,4,0,41
3216,9468138,Pennsylvania,681152,2018,0,0,42
3217,4675952,Pennsylvania,380936,2018,0,1,42
3218,4792186,Pennsylvania,300216,2018,0,2,42
3219,6979415,Pennsylvania,569672,2018,1,0,42
3220,3402528,Pennsylvania,323577,2018,1,1,42
3221,3576887,Pennsylvania,246095,2018,1,2,42
3228,2619868,Pennsylvania,120358,2018,4,0,42
3232,802382,Rhode Island,40378,2018,0,0,44
3233,395652,Rhode Island,23188,2018,0,1,44
3234,406730,Rhode Island,17190,2018,0,2,44
3235,604012,Rhode Island,36361,2018,1,0,44
3236,293885,Rhode Island,21201,2018,1,1,44
3237,310127,Rhode Island,15160,2018,1,2,44
3244,209291,Rhode Island,4468,2018,4,0,44
3248,3539552,South Carolina,515001,2018,0,0,45
3249,1694610,South Carolina,285712,2018,0,1,45
3250,1844942,South Carolina,229289,2018,0,2,45
3251,2506166,South Carolina,465919,2018,1,0,45
3252,1168914,South Carolina,260824,2018,1,1,45
3253,1337252,South Carolina,205095,2018,1,2,45
3260,1085370,South Carolina,54575,2018,4,0,45
3264,633405,South Dakota,80090,2018,0,0,46
3265,318965,South Dakota,45269,2018,0,1,46
3266,314440,South Dakota,34821,2018,0,2,46
3267,432261,South Dakota,68043,2018,1,0,46
3268,215331,South Dakota,39386,2018,1,1,46
3269,216930,South Dakota,28657,2018,1,2,46
3276,209938,South Dakota,13134,2018,4,0,46
3280,4859793,Tennessee,662260,2018,0,0,47
3281,2358736,Tennessee,368236,2018,0,1,47
3282,2501057,Tennessee,294024,2018,0,2,47
3283,3455227,Tennessee,590726,2018,1,0,47
3284,1640015,Tennessee,332801,2018,1,1,47
3285,1815212,Tennessee,257925,2018,1,2,47
3292,1474527,Tennessee,78797,2018,4,0,47
3296,19635342,Texas,4883741,2018,0,0,48
3297,9714610,Texas,2531531,2018,0,1,48
3298,9920732,Texas,2352210,2018,0,2,48
3299,13113947,Texas,4106735,2018,1,0,48
3300,6382693,Texas,2135357,2018,1,1,48
3301,6731254,Texas,1971378,2018,1,2,48
3308,6824460,Texas,855304,2018,4,0,48
3312,2482639,Utah,288573,2018,0,0,49
3313,1247437,Utah,157903,2018,0,1,49
3314,1235202,Utah,130670,2018,0,2,49
3315,1624254,Utah,224845,2018,1,0,49
3316,808786,Utah,122884,2018,1,1,49
3317,815468,Utah,101961,2018,1,2,49
3324,897239,Utah,69500,2018,4,0,49
3328,460901,Vermont,23522,2018,0,0,50
3329,228177,Vermont,14260,2018,0,1,50
3330,232724,Vermont,9262,2018,0,2,50
3331,349012,Vermont,21849,2018,1,0,50
3332,170630,Vermont,13434,2018,1,1,50
3333,178382,Vermont,8415,2018,1,2,50
3340,118265,Vermont,1861,2018,4,0,50
3344,6276295,Virginia,705225,2018,0,0,51
3345,3074596,Virginia,389504,2018,0,1,51
3346,3201699,Virginia,315721,2018,0,2,51
3347,4522590,Virginia,618552,2018,1,0,51
3348,2177311,Virginia,344720,2018,1,1,51
3349,2345279,Virginia,273832,2018,1,2,51
3356,1839446,Virginia,95977,2018,4,0,51
3360,5797529,Washington,469557,2018,0,0,53
3361,2905383,Washington,264334,2018,0,1,53
3362,2892146,Washington,205223,2018,0,2,53
3363,4198848,Washington,426143,2018,1,0,53
3364,2085971,Washington,242527,2018,1,1,53
3365,2112877,Washington,183616,2018,1,2,53
3372,1676698,Washington,48112,2018,4,0,53
3376,1293881,West Virginia,109457,2018,0,0,54
3377,643013,West Virginia,60767,2018,0,1,54
3378,650868,West Virginia,48690,2018,0,2,54
3379,951162,West Virginia,97876,2018,1,0,54
3380,467049,West Virginia,54826,2018,1,1,54
3381,484113,West Virginia,43050,2018,1,2,54
3388,360432,West Virginia,12567,2018,4,0,54
3392,4404307,Wisconsin,306773,2018,0,0,55
3393,2200685,Wisconsin,171373,2018,0,1,55
3394,2203622,Wisconsin,135400,2018,0,2,55
3395,3198963,Wisconsin,260556,2018,1,0,55
3396,1583938,Wisconsin,147374,2018,1,1,55
3397,1615025,Wisconsin,113182,2018,1,2,55
3404,1267266,Wisconsin,50708,2018,4,0,55
3408,413059,Wyoming,58689,2018,0,0,56
3409,208486,Wyoming,33416,2018,0,1,56
3410,204573,Wyoming,25273,2018,0,2,56
3411,289247,Wyoming,49923,2018,1,0,56
3412,144817,Wyoming,28790,2018,1,1,56
3413,144430,Wyoming,21133,2018,1,2,56
3420,129445,Wyoming,9475,2018,4,0,56
3424,3488284,Alabama,457718,2019,0,0,01
3425,1685003,Alabama,248820,2019,0,1,01
3426,1803281,Alabama,208898,2019,0,2,01
3427,2457267,Alabama,425108,2019,1,0,01
3428,1158728,Alabama,232595,2019,1,1,01
3429,1298539,Alabama,192513,2019,1,2,01
3436,1083870,Alabama,36655,2019,4,0,01
3440,546013,Alaska,79260,2019,0,0,02
3441,279634,Alaska,44997,2019,0,1,02
3442,266379,Alaska,34263,2019,0,2,02
3443,382117,Alaska,66006,2019,1,0,02
3444,195510,Alaska,38187,2019,1,1,02
3445,186607,Alaska,27819,2019,1,2,02
3452,171051,Alaska,14331,2019,4,0,02
3456,5022210,Arizona,789960,2019,0,0,04
3457,2478752,Arizona,426216,2019,0,1,04
3458,2543458,Arizona,363744,2019,0,2,04
3459,3555877,Arizona,648267,2019,1,0,04
3460,1731116,Arizona,354368,2019,1,1,04
3461,1824761,Arizona,293899,2019,1,2,04
3468,1538881,Arizona,155951,2019,4,0,04
3472,2157086,Arkansas,261617,2019,0,0,05
3473,1055337,Arkansas,143953,2019,0,1,05
3474,1101749,Arkansas,117664,2019,0,2,05
3475,1512165,Arkansas,223118,2019,1,0,05
3476,724595,Arkansas,124862,2019,1,1,05
3477,787570,Arkansas,98256,2019,1,2,05
3484,675936,Arkansas,42239,2019,4,0,05
3488,30053660,California,2947957,2019,0,0,06
3489,14924460,California,1658339,2019,0,1,06
3490,15129200,California,1289618,2019,0,2,06
3491,21585517,California,2657697,2019,1,0,06
3492,10591688,California,1514663,2019,1,1,06
3493,10993829,California,1143034,2019,1,2,06
3500,8896748,California,326104,2019,4,0,06
3504,4359286,Colorado,453100,2019,0,0,08
3505,2192939,Colorado,250533,2019,0,1,08
3506,2166347,Colorado,202567,2019,0,2,08
3507,3185968,Colorado,386305,2019,1,0,08
3508,1593984,Colorado,215825,2019,1,1,08
3509,1591984,Colorado,170480,2019,1,2,08
3516,1229833,Colorado,73758,2019,4,0,08
3520,2652814,Connecticut,201146,2019,0,0,09
3521,1302344,Connecticut,114558,2019,0,1,09
3522,1350470,Connecticut,86588,2019,0,2,09
3523,1960072,Connecticut,176870,2019,1,0,09
3524,949366,Connecticut,101762,2019,1,1,09
3525,1010706,Connecticut,75108,2019,1,2,09
3532,731476,Connecticut,26955,2019,4,0,09
3536,701325,Delaware,60910,2019,0,0,10
3537,339354,Delaware,33533,2019,0,1,10
3538,361971,Delaware,27377,2019,0,2,10
3539,511977,Delaware,51389,2019,1,0,10
3540,243181,Delaware,28883,2019,1,1,10
3541,268796,Delaware,22506,2019,1,2,10
3548,198568,Delaware,10469,2019,4,0,10
3552,562679,District of Columbia,23635,2019,0,0,11
3553,269921,District of Columbia,13705,2019,0,1,11
3554,292758,District of Columbia,9930,2019,0,2,11
3555,439784,District of Columbia,21358,2019,1,0,11
3556,207436,District of Columbia,12517,2019,1,1,11
3557,232348,District of Columbia,8841,2019,1,2,11
3564,127825,District of Columbia,2489,2019,4,0,11
3568,13875339,Florida,2716165,2019,0,0,12
3569,6737232,Florida,1466127,2019,0,1,12
3570,7138107,Florida,1250038,2019,0,2,12
3571,10031335,Florida,2420214,2019,1,0,12
3572,4769375,Florida,1319591,2019,1,1,12
3573,5261960,Florida,1100623,2019,1,2,12
3580,4032071,Florida,331212,2019,4,0,12
3584,7444653,Georgia,1387604,2019,0,0,13
3585,3585790,Georgia,735046,2019,0,1,13
3586,3858863,Georgia,652558,2019,0,2,13
3587,5171779,Georgia,1213181,2019,1,0,13
3588,2425195,Georgia,648695,2019,1,1,13
3589,2746584,Georgia,564486,2019,1,2,13
3596,2385431,Georgia,192912,2019,4,0,13
3600,1065927,Hawaii,53289,2019,0,0,15
3601,536193,Hawaii,28747,2019,0,1,15
3602,529734,Hawaii,24542,2019,0,2,15
3603,775532,Hawaii,45992,2019,1,0,15
3604,387124,Hawaii,24834,2019,1,1,15
3605,388408,Hawaii,21158,2019,1,2,15
3612,303211,Hawaii,8021,2019,4,0,15
3616,1282058,Idaho,187336,2019,0,0,16
3617,642401,Idaho,98126,2019,0,1,16
3618,639657,Idaho,89210,2019,0,2,16
3619,862657,Idaho,165741,2019,1,0,16
3620,428210,Idaho,86920,2019,1,1,16
3621,434447,Idaho,78821,2019,1,2,16
3628,439798,Idaho,23742,2019,4,0,16
3632,9484548,Illinois,907738,2019,0,0,17
3633,4677187,Illinois,504267,2019,0,1,17
3634,4807361,Illinois,403471,2019,0,2,17
3635,6819711,Illinois,803964,2019,1,0,17
3636,3316117,Illinois,451214,2019,1,1,17
3637,3503594,Illinois,352750,2019,1,2,17
3644,2801894,Illinois,115015,2019,4,0,17
3648,4914617,Indiana,565717,2019,0,0,18
3649,2426647,Indiana,313291,2019,0,1,18
3650,2487970,Indiana,252426,2019,0,2,18
3651,3489140,Indiana,460946,2019,1,0,18
3652,1696816,Indiana,259153,2019,1,1,18
3653,1792324,Indiana,201793,2019,1,2,18
3660,1496757,Indiana,113344,2019,4,0,18
3664,2383588,Iowa,144986,2019,0,0,19
3665,1193717,Iowa,86284,2019,0,1,19
3666,1189871,Iowa,58702,2019,0,2,19
3667,1689799,Iowa,126860,2019,1,0,19
3668,839510,Iowa,76569,2019,1,1,19
3669,850289,Iowa,50291,2019,1,2,19
3676,727451,Iowa,19706,2019,4,0,19
3680,2118333,Kansas,254180,2019,0,0,20
3681,1058689,Kansas,136376,2019,0,1,20
3682,1059644,Kansas,117804,2019,0,2,20
3683,1468572,Kansas,216421,2019,1,0,20
3684,725873,Kansas,117383,2019,1,1,20
3685,742699,Kansas,99038,2019,1,2,20
3692,680610,Kansas,41387,2019,4,0,20
3696,3324063,Kentucky,275158,2019,0,0,21
3697,1640505,Kentucky,153521,2019,0,1,21
3698,1683558,Kentucky,121637,2019,0,2,21
3699,2388144,Kentucky,234983,2019,1,0,21
3700,1160189,Kentucky,133323,2019,1,1,21
3701,1227955,Kentucky,101660,2019,1,2,21
3708,981756,Kentucky,43824,2019,4,0,21
3712,3395059,Louisiana,391933,2019,0,0,22
3713,1627626,Louisiana,228633,2019,0,1,22
3714,1767433,Louisiana,163300,2019,0,2,22
3715,2373967,Louisiana,351177,2019,1,0,22
3716,1108568,Louisiana,206226,2019,1,1,22
3717,1265399,Louisiana,144951,2019,1,2,22
3724,1070928,Louisiana,44831,2019,4,0,22
3728,926835,Maine,104963,2019,0,0,23
3729,455064,Maine,57822,2019,0,1,23
3730,471771,Maine,47141,2019,0,2,23
3731,697691,Maine,91897,2019,1,0,23
3732,337678,Maine,51388,2019,1,1,23
3733,360013,Maine,40509,2019,1,2,23
3740,241082,Maine,14229,2019,4,0,23
3744,4622207,Maryland,345782,2019,0,0,24
3745,2246827,Maryland,191807,2019,0,1,24
3746,2375380,Maryland,153975,2019,0,2,24
3747,3354110,Maryland,304985,2019,1,0,24
3748,1600025,Maryland,170864,2019,1,1,24
3749,1754085,Maryland,134121,2019,1,2,24
3756,1331515,Maryland,44966,2019,4,0,24
3760,5336651,Massachusetts,195726,2019,0,0,25
3761,2623840,Massachusetts,115771,2019,0,1,25
3762,2712811,Massachusetts,79955,2019,0,2,25
3763,4024976,Massachusetts,175976,2019,1,0,25
3764,1953948,Massachusetts,105891,2019,1,1,25
3765,2071028,Massachusetts,70085,2019,1,2,25
3772,1383184,Massachusetts,21994,2019,4,0,25
3776,7475058,Michigan,564804,2019,0,0,26
3777,3688164,Michigan,325674,2019,0,1,26
3778,3786894,Michigan,239130,2019,0,2,26
3779,5448756,Michigan,495823,2019,1,0,26
3780,2652326,Michigan,289772,2019,1,1,26
3781,2796430,Michigan,206051,2019,1,2,26
3788,2134409,Michigan,75444,2019,4,0,26
3792,4364123,Minnesota,268829,2019,0,0,27
3793,2187654,Minnesota,154256,2019,0,1,27
3794,2176469,Minnesota,114573,2019,0,2,27
3795,3121942,Minnesota,231346,2019,1,0,27
3796,1553534,Minnesota,134988,2019,1,1,27
3797,1568408,Minnesota,96358,2019,1,2,27
3804,1301666,Minnesota,40954,2019,4,0,27
3808,2029791,Mississippi,369501,2019,0,0,28
3809,971607,Mississippi,198338,2019,0,1,28
3810,1058184,Mississippi,171163,2019,0,2,28
3811,1389127,Mississippi,330086,2019,1,0,28
3812,646983,Mississippi,176408,2019,1,1,28
3813,742144,Mississippi,153678,2019,1,2,28
3820,672101,Mississippi,44064,2019,4,0,28
3824,4342116,Missouri,589071,2019,0,0,29
3825,2136658,Missouri,316015,2019,0,1,29
3826,2205458,Missouri,273056,2019,0,2,29
3827,3088773,Missouri,504891,2019,1,0,29
3828,1494727,Missouri,273226,2019,1,1,29
3829,1594046,Missouri,231665,2019,1,2,29
3836,1313402,Missouri,91913,2019,4,0,29
3840,756358,Montana,86203,2019,0,0,30
3841,378519,Montana,48358,2019,0,1,30
3842,377839,Montana,37845,2019,0,2,30
3843,546701,Montana,72612,2019,1,0,30
3844,270913,Montana,41332,2019,1,1,30
3845,275788,Montana,31280,2019,1,2,30
3852,219350,Montana,14873,2019,4,0,30
3856,1429651,Nebraska,150342,2019,0,0,31
3857,717742,Nebraska,83390,2019,0,1,31
3858,711909,Nebraska,66952,2019,0,2,31
3859,986852,Nebraska,127060,2019,1,0,31
3860,490875,Nebraska,71553,2019,1,1,31
3861,495977,Nebraska,55507,2019,1,2,31
3868,463050,Nebraska,25349,2019,4,0,31
3872,2200239,Nevada,342719,2019,0,0,32
3873,1094817,Nevada,186527,2019,0,1,32
3874,1105422,Nevada,156192,2019,0,2,32
3875,1572850,Nevada,290808,2019,1,0,32
3876,773403,Nevada,160654,2019,1,1,32
3877,799447,Nevada,130154,2019,1,2,32
3884,656672,Nevada,57193,2019,4,0,32
3888,991564,New Hampshire,82733,2019,0,0,33
3889,491963,New Hampshire,48133,2019,0,1,33
3890,499601,New Hampshire,34600,2019,0,2,33
3891,749420,New Hampshire,74524,2019,1,0,33
3892,368140,New Hampshire,43975,2019,1,1,33
3893,381280,New Hampshire,30549,2019,1,2,33
3900,255021,New Hampshire,9105,2019,4,0,33
3904,6603488,New Jersey,675782,2019,0,0,34
3905,3244366,New Jersey,374697,2019,0,1,34
3906,3359122,New Jersey,301085,2019,0,2,34
3907,4768083,New Jersey,598813,2019,1,0,34
3908,2307880,New Jersey,334818,2019,1,1,34
3909,2460203,New Jersey,263995,2019,1,2,34
3916,1928565,New Jersey,84987,2019,4,0,34
3920,1474880,New Mexico,202767,2019,0,0,35
3921,722097,New Mexico,113429,2019,0,1,35
3922,752783,New Mexico,89338,2019,0,2,35
3923,1033593,New Mexico,177166,2019,1,0,35
3924,497629,New Mexico,100109,2019,1,1,35
3925,535964,New Mexico,77057,2019,1,2,35
3932,463852,New Mexico,28900,2019,4,0,35
3936,14768827,New York,973636,2019,0,0,36
3937,7212067,New York,569853,2019,0,1,36
3938,7556760,New York,403783,2019,0,2,36
3939,10911736,New York,886117,2019,1,0,36
3940,5239565,New York,523884,2019,1,1,36
3941,5672171,New York,362233,2019,1,2,36
3948,4052606,New York,97057,2019,4,0,36
3952,7341733,North Carolina,1139623,2019,0,0,37
3953,3556742,North Carolina,615670,2019,0,1,37
3954,3784991,North Carolina,523953,2019,0,2,37
3955,5212880,North Carolina,1014991,2019,1,0,37
3956,2471304,North Carolina,551562,2019,1,1,37
3957,2741576,North Carolina,463429,2019,1,2,37
3964,2235356,North Carolina,137876,2019,4,0,37
3968,580597,North Dakota,45186,2019,0,0,38
3969,298958,North Dakota,25881,2019,0,1,38
3970,281639,North Dakota,19305,2019,0,2,38
3971,414074,North Dakota,34512,2019,1,0,38
3972,214005,North Dakota,20233,2019,1,1,38
3973,200069,North Dakota,14279,2019,1,2,38
3980,173100,North Dakota,11543,2019,4,0,38
3984,8643948,Ohio,741409,2019,0,0,39
3985,4260130,Ohio,413909,2019,0,1,39
3986,4383818,Ohio,327500,2019,0,2,39
3987,6241189,Ohio,622220,2019,1,0,39
3988,3033908,Ohio,350557,2019,1,1,39
3989,3207281,Ohio,271663,2019,1,2,39
3996,2524494,Ohio,129836,2019,4,0,39
4000,2682840,Oklahoma,540944,2019,0,0,40
4001,1325707,Oklahoma,285324,2019,0,1,40
4002,1357133,Oklahoma,255620,2019,0,2,40
4003,1824304,Oklahoma,465267,2019,1,0,40
4004,884860,Oklahoma,248085,2019,1,1,40
4005,939444,Oklahoma,217182,2019,1,2,40
4012,897070,Oklahoma,83894,2019,4,0,40
4016,3095247,Oregon,291036,2019,0,0,41
4017,1533686,Oregon,165721,2019,0,1,41
4018,1561561,Oregon,125315,2019,0,2,41
4019,2278334,Oregon,258624,2019,1,0,41
4020,1114595,Oregon,149223,2019,1,1,41
4021,1163739,Oregon,109401,2019,1,2,41
4028,857705,Oregon,35486,2019,4,0,41
4032,9377943,Pennsylvania,702689,2019,0,0,42
4033,4637075,Pennsylvania,387317,2019,0,1,42
4034,4740868,Pennsylvania,315372,2019,0,2,42
4035,6914883,Pennsylvania,586629,2019,1,0,42
4036,3375353,Pennsylvania,329435,2019,1,1,42
4037,3539530,Pennsylvania,257194,2019,1,2,42
4044,2590009,Pennsylvania,124787,2019,4,0,42
4048,797758,Rhode Island,41789,2019,0,0,44
4049,394155,Rhode Island,23479,2019,0,1,44
4050,403603,Rhode Island,18310,2019,0,2,44
4051,600422,Rhode Island,38300,2019,1,0,44
4052,293134,Rhode Island,21600,2019,1,1,44
4053,307288,Rhode Island,16700,2019,1,2,44
4060,208078,Rhode Island,3896,2019,4,0,44
4064,3541454,South Carolina,540230,2019,0,0,45
4065,1699209,South Carolina,293835,2019,0,1,45
4066,1842245,South Carolina,246395,2019,0,2,45
4067,2517792,South Carolina,479238,2019,1,0,45
4068,1177664,South Carolina,263342,2019,1,1,45
4069,1340128,South Carolina,215896,2019,1,2,45
