,NIC_PT,NAME,NUI_PT,YEAR,AGECAT,SEXCAT,state
9088,5465603,Texas,2322681,2010,1,2,48
9095,6052663,Texas,1091021,2010,4,0,48
9096,2067884,Utah,414476,2010,0,0,49
9097,1032760,Utah,221661,2010,0,1,49
9098,1035124,Utah,192815,2010,0,2,49
9099,1295952,Utah,324524,2010,1,0,49
9100,635442,Utah,176613,2010,1,1,49
9101,660510,Utah,147911,2010,1,2,49
9108,804157,Utah,98161,2010,4,0,49
9109,462598,Vermont,49750,2010,0,0,50
9110,224795,Vermont,30403,2010,0,1,50
9111,237803,Vermont,19348,2010,0,2,50
9112,339024,Vermont,47299,2010,1,0,50
9113,161920,Vermont,29161,2010,1,1,50
9114,177104,Vermont,18138,2010,1,2,50
9121,129829,Vermont,2781,2010,4,0,50
9122,5817583,Virginia,1009466,2010,0,0,51
9123,2833825,Virginia,535877,2010,0,1,51
9124,2983758,Virginia,473589,2010,0,2,51
9125,4107861,Virginia,889641,2010,1,0,51
9126,1959786,Virginia,475610,2010,1,1,51
9127,2148075,Virginia,414030,2010,1,2,51
9134,1787955,Virginia,133975,2010,4,0,51
9135,4877296,Washington,936767,2010,0,0,53
9136,2401299,Washington,521333,2010,0,1,53
9137,2475997,Washington,415434,2010,0,2,53
9138,3412623,Washington,837779,2010,1,0,53
9139,1650979,Washington,469257,2010,1,1,53
9140,1761644,Washington,368522,2010,1,2,53
9147,1537936,Washington,111331,2010,4,0,53
9148,1245576,West Virginia,262794,2010,0,0,54
9149,617166,West Virginia,137578,2010,0,1,54
9150,628410,West Virginia,125217,2010,0,2,54
9151,887070,West Virginia,245294,2010,1,0,54
9152,432437,West Virginia,128903,2010,1,1,54
9153,454633,West Virginia,116391,2010,1,2,54
9160,377023,West Virginia,19865,2010,4,0,54
9161,4266299,Wisconsin,518246,2010,0,0,55
9162,2107887,Wisconsin,300950,2010,0,1,55
9163,2158412,Wisconsin,217296,2010,0,2,55
9164,3018608,Wisconsin,453473,2010,1,0,55
9165,1470128,Wisconsin,266840,2010,1,1,55
9166,1548479,Wisconsin,186633,2010,1,2,55
9173,1308271,Wisconsin,72800,2010,4,0,55
9174,399432,Wyoming,83761,2010,0,0,56
9175,202489,Wyoming,45631,2010,0,1,56
9176,196943,Wyoming,38131,2010,0,2,56
9177,276422,Wyoming,73232,2010,1,0,56
9178,139102,Wyoming,40306,2010,1,1,56
9179,137320,Wyoming,32926,2010,1,2,56
9186,128618,Wyoming,11645,2010,4,0,56
9187,3358212,Alabama,669410,2011,0,0,01
9188,1627749,Alabama,350844,2011,0,1,01
9189,1730463,Alabama,318566,2011,0,2,01
9190,2307073,Alabama,611528,2011,1,0,01
9191,1091355,Alabama,320777,2011,1,1,01
9192,1215719,Alabama,290751,2011,1,2,01
9199,1104822,Alabama,65427,2011,4,0,01
9200,511516,Alaska,141836,2011,0,0,02
9201,258594,Alaska,79017,2011,0,1,02
9202,252921,Alaska,62819,2011,0,2,02
9203,345062,Alaska,121042,2011,1,0,02
9204,173175,Alaska,68035,2011,1,1,02
9205,171887,Alaska,53007,2011,1,2,02
9212,174297,Alaska,22789,2011,4,0,02
9213,4365468,Arizona,1064887,2011,0,0,04
9214,2123487,Arizona,581953,2011,0,1,04
9215,2241981,Arizona,482934,2011,0,2,04
9216,2966332,Arizona,864209,2011,1,0,04
9217,1415177,Arizona,474183,2011,1,1,04
9218,1551155,Arizona,390027,2011,1,2,04
9225,1462689,Arizona,221068,2011,4,0,04
9226,1951565,Arkansas,490103,2011,0,0,05
9227,955192,Arkansas,255278,2011,0,1,05
9228,996373,Arkansas,234826,2011,0,2,05
9229,1296746,Arkansas,448191,2011,1,0,05
9230,621199,Arkansas,233205,2011,1,1,05
9231,675547,Arkansas,214987,2011,1,2,05
9238,684969,Arkansas,47039,2011,4,0,05
9239,26111543,California,6603169,2011,0,0,06
9240,12800320,California,3595425,2011,0,1,06
9241,13311223,California,3007744,2011,0,2,06
9242,17682116,California,5870340,2011,1,0,06
9243,8492703,California,3218946,2011,1,1,06
9244,9189413,California,2651394,2011,1,2,06
9251,8859124,California,831597,2011,4,0,06
9252,3686085,Colorado,753842,2011,0,0,08
9253,1819294,Colorado,419050,2011,0,1,08
9254,1866791,Colorado,334792,2011,0,2,08
9255,2586114,Colorado,638966,2011,1,0,08
9256,1257385,Colorado,359415,2011,1,1,08
9257,1328729,Colorado,279551,2011,1,2,08
9264,1148779,Colorado,127437,2011,4,0,08
9265,2676552,Connecticut,299599,2011,0,0,09
9266,1301828,Connecticut,172185,2011,0,1,09
9267,1374725,Connecticut,127414,2011,0,2,09
9268,1906225,Connecticut,276372,2011,1,0,09
9269,907928,Connecticut,160194,2011,1,1,09
9270,998297,Connecticut,116178,2011,1,2,09
9277,812209,Connecticut,26289,2011,4,0,09
9278,668277,Delaware,84181,2011,0,0,10
9279,321866,Delaware,46488,2011,0,1,10
9280,346411,Delaware,37693,2011,0,2,10
9281,475586,Delaware,75333,2011,1,0,10
9282,223812,Delaware,41931,2011,1,1,10
9283,251774,Delaware,33402,2011,1,2,10
9290,202643,Delaware,9858,2011,4,0,10
9291,473354,District of Columbia,42737,2011,0,0,11
9292,224637,District of Columbia,23650,2011,0,1,11
9293,248717,District of Columbia,19087,2011,0,2,11
9294,372868,District of Columbia,39354,2011,1,0,11
9295,173781,District of Columbia,21922,2011,1,1,11
9296,199087,District of Columbia,17432,2011,1,2,11
9303,106013,District of Columbia,3869,2011,4,0,11
9304,11534145,Florida,3804839,2011,0,0,12
9305,5553037,Florida,2019012,2011,0,1,12
9306,5981108,Florida,1785827,2011,0,2,12
9307,8074099,Florida,3342845,2011,1,0,12
9308,3781410,Florida,1785662,2011,1,1,12
9309,4292689,Florida,1557183,2011,1,2,12
9316,3630160,Florida,517442,2011,4,0,12
9317,6645579,Georgia,1846990,2011,0,0,13
9318,3206949,Georgia,966294,2011,0,1,13
9319,3438630,Georgia,880696,2011,0,2,13
9320,4431009,Georgia,1614562,2011,1,0,13
9321,2076883,Georgia,845430,2011,1,1,13
9322,2354126,Georgia,769132,2011,1,2,13
9329,2316146,Georgia,259739,2011,4,0,13
9330,1065974,Hawaii,94510,2011,0,0,15
9331,534306,Hawaii,53061,2011,0,1,15
9332,531668,Hawaii,41448,2011,0,2,15
9333,769519,Hawaii,83001,2011,1,0,15
9334,381355,Hawaii,47299,2011,1,1,15
9335,388164,Hawaii,35702,2011,1,2,15
9342,310981,Hawaii,12914,2011,4,0,15
9343,1099108,Idaho,255479,2011,0,0,16
9344,546753,Idaho,134713,2011,0,1,16
9345,552355,Idaho,120766,2011,0,2,16
9346,718485,Idaho,216266,2011,1,0,16
9347,350749,Idaho,115469,2011,1,1,16
9348,367736,Idaho,100797,2011,1,2,16
9355,398296,Idaho,43562,2011,4,0,16
9356,9355668,Illinois,1627886,2011,0,0,17
9357,4557262,Illinois,906758,2011,0,1,17
9358,4798406,Illinois,721128,2011,0,2,17
9359,6416117,Illinois,1513761,2011,1,0,17
9360,3057626,Illinois,847366,2011,1,1,17
9361,3358491,Illinois,666395,2011,1,2,17
9368,3090861,Illinois,129416,2011,4,0,17
9369,4581018,Indiana,911674,2011,0,0,18
9370,2254819,Indiana,483325,2011,0,1,18
9371,2326199,Indiana,428349,2011,0,2,18
9372,3141423,Indiana,787187,2011,1,0,18
9373,1519220,Indiana,419095,2011,1,1,18
9374,1622203,Indiana,368092,2011,1,2,18
9381,1508294,Indiana,135924,2011,4,0,18
9382,2264814,Iowa,263528,2011,0,0,19
9383,1133108,Iowa,144793,2011,0,1,19
9384,1131706,Iowa,118735,2011,0,2,19
9385,1584276,Iowa,233682,2011,1,0,19
9386,784429,Iowa,129278,2011,1,1,19
9387,799847,Iowa,104404,2011,1,2,19
9394,713663,Iowa,33088,2011,4,0,19
9395,2072979,Kansas,348974,2011,0,0,20
9396,1029045,Kansas,187871,2011,0,1,20
9397,1043934,Kansas,161103,2011,0,2,20
9398,1407265,Kansas,304166,2011,1,0,20
9399,688973,Kansas,164088,2011,1,1,20
9400,718291,Kansas,140078,2011,1,2,20
9407,696590,Kansas,49666,2011,4,0,20
9408,3045545,Kentucky,621065,2011,0,0,21
9409,1499832,Kentucky,322666,2011,0,1,21
9410,1545713,Kentucky,298399,2011,0,2,21
9411,2109411,Kentucky,559238,2011,1,0,21
9412,1018709,Kentucky,292056,2011,1,1,21
9413,1090703,Kentucky,267182,2011,1,2,21
9420,980242,Kentucky,68592,2011,4,0,21
9421,3103956,Louisiana,783015,2011,0,0,22
9422,1511877,Louisiana,399124,2011,0,1,22
9423,1592079,Louisiana,383890,2011,0,2,22
9424,2070038,Louisiana,719400,2011,1,0,22
9425,983953,Louisiana,366732,2011,1,1,22
9426,1086085,Louisiana,352669,2011,1,2,22
9433,1085575,Louisiana,72087,2011,4,0,22
9434,944033,Maine,139781,2011,0,0,23
9435,460618,Maine,78381,2011,0,1,23
9436,483415,Maine,61400,2011,0,2,23
9437,694520,Maine,125943,2011,1,0,23
9438,332284,Maine,71271,2011,1,1,23
9439,362235,Maine,54672,2011,1,2,23
9446,262884,Maine,15334,2011,4,0,23
9447,4384727,Maryland,595770,2011,0,0,24
9448,2104557,Maryland,330504,2011,0,1,24
9449,2280170,Maryland,265266,2011,0,2,24
9450,3120406,Maryland,534157,2011,1,0,24
9451,1459647,Maryland,298849,2011,1,1,24
9452,1660759,Maryland,235308,2011,1,2,24
9459,1330296,Maryland,69570,2011,4,0,24
9460,5214022,Massachusetts,267661,2011,0,0,25
9461,2548390,Massachusetts,156798,2011,0,1,25
9462,2665632,Massachusetts,110862,2011,0,2,25
9463,3848492,Massachusetts,243910,2011,1,0,25
9464,1850747,Massachusetts,144661,2011,1,1,25
9465,1997745,Massachusetts,99249,2011,1,2,25
9472,1439979,Massachusetts,26877,2011,4,0,25
9473,7170822,Michigan,1130594,2011,0,0,26
9474,3501509,Michigan,623701,2011,0,1,26
9475,3669313,Michigan,506893,2011,0,2,26
9476,5006229,Michigan,1038661,2011,1,0,26
9477,2393645,Michigan,575623,2011,1,1,26
9478,2612584,Michigan,463038,2011,1,2,26
9485,2281724,Michigan,104453,2011,4,0,26
9486,4089638,Minnesota,462930,2011,0,0,27
9487,2031237,Minnesota,264719,2011,0,1,27
9488,2058401,Minnesota,198211,2011,0,2,27
9489,2906066,Minnesota,385099,2011,1,0,27
9490,1427691,Minnesota,223294,2011,1,1,27
9491,1478375,Minnesota,161806,2011,1,2,27
9498,1241016,Minnesota,85362,2011,4,0,27
9499,1989254,Mississippi,516526,2011,0,0,28
9500,957262,Mississippi,268531,2011,0,1,28
9501,1031992,Mississippi,247995,2011,0,2,28
9502,1314005,Mississippi,456799,2011,1,0,28
9503,612586,Mississippi,237663,2011,1,1,28
9504,701420,Mississippi,219136,2011,1,2,28
9511,708005,Mississippi,66988,2011,4,0,28
9512,4210644,Missouri,801665,2011,0,0,29
9513,2064429,Missouri,419376,2011,0,1,29
9514,2146215,Missouri,382289,2011,0,2,29
9515,2920421,Missouri,708044,2011,1,0,29
9516,1405719,Missouri,370518,2011,1,1,29
9517,1514702,Missouri,337526,2011,1,2,29
9524,1352280,Missouri,104368,2011,4,0,29
9525,649457,Montana,178926,2011,0,0,30
9526,323435,Montana,95499,2011,0,1,30
9527,326021,Montana,83427,2011,0,2,30
9528,456188,Montana,153612,2011,1,0,30
9529,224517,Montana,82214,2011,1,1,30
9530,231671,Montana,71399,2011,1,2,30
9537,202231,Montana,28129,2011,4,0,30
9538,1344579,Nebraska,205574,2011,0,0,31
9539,670471,Nebraska,111807,2011,0,1,31
9540,674108,Nebraska,93768,2011,0,2,31
9541,919561,Nebraska,179636,2011,1,0,31
9542,453067,Nebraska,98612,2011,1,1,31
9543,466494,Nebraska,81024,2011,1,2,31
9550,444919,Nebraska,28523,2011,4,0,31
9551,1790609,Nevada,560498,2011,0,0,32
9552,884917,Nevada,303207,2011,0,1,32
9553,905692,Nevada,257291,2011,0,2,32
9554,1238106,Nevada,458692,2011,1,0,32
9555,603161,Nevada,250808,2011,1,1,32
9556,634945,Nevada,207883,2011,1,2,32
9563,576439,Nevada,111422,2011,4,0,32
9564,962813,New Hampshire,137349,2011,0,0,33
9565,477373,New Hampshire,73019,2011,0,1,33
9566,485440,New Hampshire,64329,2011,0,2,33
9567,696834,New Hampshire,127576,2011,1,0,33
9568,341395,New Hampshire,68154,2011,1,1,33
9569,355439,New Hampshire,59422,2011,1,2,33
9576,280498,New Hampshire,11027,2011,4,0,33
9577,6365508,New Jersey,1114220,2011,0,0,34
9578,3098502,New Jersey,607173,2011,0,1,34
9579,3267006,New Jersey,507047,2011,0,2,34
9580,4447553,New Jersey,1009364,2011,1,0,34
9581,2118046,New Jersey,553084,2011,1,1,34
9582,2329507,New Jersey,456280,2011,1,2,34
9589,2015367,New Jersey,118972,2011,4,0,34
9590,1359101,New Mexico,405848,2011,0,0,35
9591,659709,New Mexico,216238,2011,0,1,35
9592,699391,New Mexico,189611,2011,0,2,35
9593,894251,New Mexico,358118,2011,1,0,35
9594,422853,New Mexico,192427,2011,1,1,35
9595,471398,New Mexico,165691,2011,1,2,35
9602,487288,New Mexico,53837,2011,4,0,35
9603,14237024,New York,2155975,2011,0,0,36
9604,6856670,New York,1219306,2011,0,1,36
9605,7380355,New York,936669,2011,0,2,36
9606,10192541,New York,1979428,2011,1,0,36
9607,4791450,New York,1127519,2011,1,1,36
9608,5401091,New York,851909,2011,1,2,36
9615,4263290,New York,199562,2011,4,0,36
9616,6629330,North Carolina,1528388,2011,0,0,37
9617,3210610,North Carolina,804644,2011,0,1,37
9618,3418719,North Carolina,723744,2011,0,2,37
9619,4544214,North Carolina,1359495,2011,1,0,37
9620,2142907,North Carolina,719010,2011,1,1,37
9621,2401307,North Carolina,640486,2011,1,2,37
9628,2183649,North Carolina,186847,2011,4,0,37
9629,502283,North Dakota,65997,2011,0,0,38
9630,255302,North Dakota,37662,2011,0,1,38
9631,246981,North Dakota,28335,2011,0,2,38
9632,362207,North Dakota,56928,2011,1,0,38
9633,183865,North Dakota,32752,2011,1,1,38
9634,178342,North Dakota,24176,2011,1,2,38
9641,147096,North Dakota,10103,2011,4,0,38
9642,8309396,Ohio,1338208,2011,0,0,39
9643,4052527,Ohio,732330,2011,0,1,39
9644,4256868,Ohio,605878,2011,0,2,39
9645,5816591,Ohio,1184912,2011,1,0,39
9646,2778823,Ohio,654360,2011,1,1,39
9647,3037768,Ohio,530552,2011,1,2,39
9654,2617869,Ohio,170392,2011,4,0,39
9655,2492865,Oklahoma,695537,2011,0,0,40
9656,1225937,Oklahoma,364963,2011,0,1,40
9657,1266928,Oklahoma,330574,2011,0,2,40
9658,1667663,Oklahoma,595206,2011,1,0,40
9659,804387,Oklahoma,312664,2011,1,1,40
9660,863277,Oklahoma,282542,2011,1,2,40
9667,862173,Oklahoma,110603,2011,4,0,40
9668,2666368,Oregon,589681,2011,0,0,41
9669,1311171,Oregon,317490,2011,0,1,41
9670,1355197,Oregon,272191,2011,0,2,41
9671,1879716,Oregon,528518,2011,1,0,41
9672,908841,Oregon,285823,2011,1,1,41
9673,970875,Oregon,242696,2011,1,2,41
9680,825109,Oregon,68015,2011,4,0,41
9681,9167482,Pennsylvania,1249474,2011,0,0,42
9682,4488735,Pennsylvania,683260,2011,0,1,42
9683,4678747,Pennsylvania,566215,2011,0,2,42
9684,6598684,Pennsylvania,1103260,2011,1,0,42
9685,3173459,Pennsylvania,610268,2011,1,1,42
9686,3425225,Pennsylvania,492992,2011,1,2,42
9693,2705211,Pennsylvania,161548,2011,4,0,42
9694,753097,Rhode Island,110145,2011,0,0,44
9695,365032,Rhode Island,61441,2011,0,1,44
9696,388065,Rhode Island,48705,2011,0,2,44
9697,544595,Rhode Island,101793,2011,1,0,44
9698,258389,Rhode Island,57081,2011,1,1,44
9699,286205,Rhode Island,44712,2011,1,2,44
9706,220349,Rhode Island,9464,2011,4,0,44
9707,3135693,South Carolina,755487,2011,0,0,45
9708,1507489,South Carolina,397745,2011,0,1,45
9709,1628204,South Carolina,357741,2011,0,2,45
9710,2163645,South Carolina,665184,2011,1,0,45
9711,1012326,South Carolina,349604,2011,1,1,45
9712,1151319,South Carolina,315580,2011,1,2,45
9719,1018343,South Carolina,101060,2011,4,0,45
9720,590042,South Dakota,94966,2011,0,0,46
9721,296701,South Dakota,51481,2011,0,1,46
9722,293341,South Dakota,43484,2011,0,2,46
9723,401604,South Dakota,83094,2011,1,0,46
9724,200280,South Dakota,45208,2011,1,1,46
9725,201324,South Dakota,37885,2011,1,2,46
9732,197069,South Dakota,13188,2011,4,0,46
9733,4468989,Tennessee,918356,2011,0,0,47
9734,2154402,Tennessee,502202,2011,0,1,47
9735,2314586,Tennessee,416154,2011,0,2,47
9736,3088804,Tennessee,834268,2011,1,0,47
9737,1450232,Tennessee,458257,2011,1,1,47
9738,1638573,Tennessee,376011,2011,1,2,47
9745,1446386,Tennessee,94241,2011,4,0,47
9746,16654624,Texas,5771479,2011,0,0,48
9747,8175835,Texas,2984292,2011,0,1,48
9748,8478789,Texas,2787187,2011,0,2,48
9749,10701708,Texas,4862721,2011,1,0,48
9750,5131997,Texas,2521704,2011,1,1,48
9751,5569711,Texas,2341017,2011,1,2,48
9758,6210825,Texas,1006390,2011,4,0,48
9759,2099927,Utah,417274,2011,0,0,49
9760,1044692,Utah,227704,2011,0,1,49
9761,1055235,Utah,189571,2011,0,2,49
9762,1321433,Utah,325775,2011,1,0,49
9763,647209,Utah,178977,2011,1,1,49
9764,674224,Utah,146798,2011,1,2,49
9771,810964,Utah,99457,2011,4,0,49
9772,469742,Vermont,40681,2011,0,0,50
9773,230145,Vermont,24543,2011,0,1,50
9774,239597,Vermont,16138,2011,0,2,50
9775,349615,Vermont,37595,2011,1,0,50
9776,168716,Vermont,22961,2011,1,1,50
9777,180899,Vermont,14634,2011,1,2,50
9784,126979,Vermont,3531,2011,4,0,50
9785,5888494,Virginia,979509,2011,0,0,51
9786,2869934,Virginia,523577,2011,0,1,51
9787,3018561,Virginia,455932,2011,0,2,51
9788,4170966,Virginia,869519,2011,1,0,51
9789,1993145,Virginia,466862,2011,1,1,51
9790,2177820,Virginia,402656,2011,1,2,51
9797,1800283,Virginia,123025,2011,4,0,51
9798,4920719,Washington,937962,2011,0,0,53
9799,2439276,Washington,509660,2011,0,1,53
9800,2481443,Washington,428302,2011,0,2,53
9801,3456537,Washington,842575,2011,1,0,53
9802,1690264,Washington,460005,2011,1,1,53
9803,1766273,Washington,382570,2011,1,2,53
9810,1535826,Washington,106421,2011,4,0,53
9811,1236500,West Virginia,272782,2011,0,0,54
9812,613322,West Virginia,141341,2011,0,1,54
9813,623178,West Virginia,131441,2011,0,2,54
9814,878657,West Virginia,255358,2011,1,0,54
9815,429582,West Virginia,132402,2011,1,1,54
9816,449075,West Virginia,122956,2011,1,2,54
9823,375476,West Virginia,19751,2011,4,0,54
9824,4296689,Wisconsin,494532,2011,0,0,55
9825,2129283,Wisconsin,282819,2011,0,1,55
9826,2167406,Wisconsin,211712,2011,0,2,55
9827,3051162,Wisconsin,439646,2011,1,0,55
9828,1492648,Wisconsin,254346,2011,1,1,55
9829,1558514,Wisconsin,185300,2011,1,2,55
9836,1309179,Wisconsin,61067,2011,4,0,55
9837,400577,Wyoming,84035,2011,0,0,56
9838,202176,Wyoming,46334,2011,0,1,56
9839,198401,Wyoming,37701,2011,0,2,56
9840,278573,Wyoming,73341,2011,1,0,56
9841,139844,Wyoming,40746,2011,1,1,56
9842,138728,Wyoming,32595,2011,1,2,56
9849,127502,Wyoming,11720,2011,4,0,56
9850,3386293,Alabama,633845,2012,0,0,01
9851,1643917,Alabama,330081,2012,0,1,01
9852,1742376,Alabama,303764,2012,0,2,01
9853,2324151,Alabama,589238,2012,1,0,01
9854,1102182,Alabama,306804,2012,1,1,01
9855,1221969,Alabama,282434,2012,1,2,01
9862,1115505,Alabama,50580,2012,4,0,01
9863,511164,Alaska,146928,2012,0,0,02
9864,259490,Alaska,82076,2012,0,1,02
9865,251674,Alaska,64851,2012,0,2,02
9866,349473,Alaska,122644,2012,1,0,02
9867,176424,Alaska,69162,2012,1,1,02
9868,173050,Alaska,53482,2012,1,2,02
9875,169093,Alaska,26407,2012,4,0,02
9876,4336418,Arizona,1111138,2012,0,0,04
9877,2115906,Arizona,596362,2012,0,1,04
9878,2220512,Arizona,514776,2012,0,2,04
9879,2950171,Arizona,900759,2012,1,0,04
9880,1408577,Arizona,488981,2012,1,1,04
9881,1541595,Arizona,411778,2012,1,2,04
9888,1449127,Arizona,230745,2012,4,0,04
9889,1964404,Arkansas,471902,2012,0,0,05
9890,965017,Arkansas,242792,2012,0,1,05
9891,999387,Arkansas,229110,2012,0,2,05
9892,1309758,Arkansas,429672,2012,1,0,05
9893,630027,Arkansas,221379,2012,1,1,05
9894,679731,Arkansas,208293,2012,1,2,05
9901,683695,Arkansas,47490,2012,4,0,05
9902,26293099,California,6580078,2012,0,0,06
9903,12911256,California,3561965,2012,0,1,06
9904,13381844,California,3018113,2012,0,2,06
9905,17873182,California,5865534,2012,1,0,06
9906,8606315,California,3198581,2012,1,1,06
9907,9266867,California,2666952,2012,1,2,06
9914,8845632,California,807207,2012,4,0,06
9915,3727742,Colorado,744887,2012,0,0,08
9916,1843924,Colorado,412524,2012,0,1,08
9917,1883818,Colorado,332363,2012,0,2,08
9918,2621025,Colorado,635874,2012,1,0,08
9919,1278507,Colorado,355451,2012,1,1,08
9920,1342518,Colorado,280422,2012,1,2,08
9927,1154922,Colorado,121166,2012,4,0,08
9928,2657511,Connecticut,313293,2012,0,0,09
9929,1298313,Connecticut,173545,2012,0,1,09
9930,1359199,Connecticut,139748,2012,0,2,09
9931,1903301,Connecticut,282986,2012,1,0,09
9932,912394,Connecticut,158597,2012,1,1,09
9933,990907,Connecticut,124389,2012,1,2,09
9940,795167,Connecticut,34395,2012,4,0,09
9941,676027,Delaware,77920,2012,0,0,10
9942,326045,Delaware,42753,2012,0,1,10
9943,349982,Delaware,35167,2012,0,2,10
9944,481220,Delaware,71446,2012,1,0,10
9945,226892,Delaware,39353,2012,1,1,10
9946,254328,Delaware,32093,2012,1,2,10
9953,204852,Delaware,7266,2012,4,0,10
9954,490995,District of Columbia,36824,2012,0,0,11
9955,232915,District of Columbia,20614,2012,0,1,11
9956,258081,District of Columbia,16209,2012,0,2,11
9957,385237,District of Columbia,34808,2012,1,0,11
9958,179636,District of Columbia,19554,2012,1,1,11
9959,205601,District of Columbia,15254,2012,1,2,11
9966,111106,District of Columbia,2300,2012,4,0,11
9967,11721519,Florida,3724873,2012,0,0,12
9968,5651785,Florida,1968570,2012,0,1,12
9969,6069735,Florida,1756303,2012,0,2,12
9970,8211064,Florida,3300071,2012,1,0,12
9971,3856185,Florida,1754295,2012,1,1,12
9972,4354879,Florida,1545776,2012,1,2,12
9979,3680251,Florida,475048,2012,4,0,12
9980,6757864,Georgia,1767578,2012,0,0,13
9981,3270109,Georgia,915955,2012,0,1,13
9982,3487755,Georgia,851623,2012,0,2,13
9983,4524702,Georgia,1551761,2012,1,0,13
9984,2128288,Georgia,806524,2012,1,1,13
9985,2396414,Georgia,745237,2012,1,2,13
9992,2334269,Georgia,240595,2012,4,0,13
9993,1079431,Hawaii,90741,2012,0,0,15
9994,543512,Hawaii,50799,2012,0,1,15
9995,535918,Hawaii,39942,2012,0,2,15
9996,783740,Hawaii,79987,2012,1,0,15
9997,391385,Hawaii,45482,2012,1,1,15
9998,392355,Hawaii,34504,2012,1,2,15
10005,309937,Hawaii,12083,2012,4,0,15
10006,1105648,Idaho,250246,2012,0,0,16
10007,551763,Idaho,129993,2012,0,1,16
10008,553886,Idaho,120253,2012,0,2,16
10009,722289,Idaho,214338,2012,1,0,16
10010,354755,Idaho,111875,2012,1,1,16
10011,367533,Idaho,102463,2012,1,2,16
10018,399995,Idaho,39680,2012,4,0,16
10019,9344947,Illinois,1593191,2012,0,0,17
10020,4551644,Illinois,890914,2012,0,1,17
10021,4793302,Illinois,702276,2012,0,2,17
10022,6429092,Illinois,1489794,2012,1,0,17
10023,3064042,Illinois,837389,2012,1,1,17
10024,3365050,Illinois,652404,2012,1,2,17
10031,3064448,Illinois,117960,2012,4,0,17
10032,4569440,Indiana,911449,2012,0,0,18
10033,2254139,Indiana,478285,2012,0,1,18
10034,2315302,Indiana,433164,2012,0,2,18
10035,3142257,Indiana,781001,2012,1,0,18
10036,1524640,Indiana,411254,2012,1,1,18
10037,1617616,Indiana,369747,2012,1,2,18
10044,1494493,Indiana,142489,2012,4,0,18
10045,2276804,Iowa,249896,2012,0,0,19
10046,1140388,Iowa,136696,2012,0,1,19
10047,1136416,Iowa,113200,2012,0,2,19
10048,1594525,Iowa,222530,2012,1,0,19
10049,790792,Iowa,122485,2012,1,1,19
10050,803733,Iowa,100045,2012,1,2,19
10057,715131,Iowa,30320,2012,4,0,19
10058,2077441,Kansas,348613,2012,0,0,20
10059,1037547,Kansas,182923,2012,0,1,20
10060,1039893,Kansas,165689,2012,0,2,20
10061,1413545,Kansas,300939,2012,1,0,20
10062,697623,Kansas,158871,2012,1,1,20
10063,715921,Kansas,142068,2012,1,2,20
10070,693682,Kansas,52764,2012,4,0,20
10071,3060859,Kentucky,593832,2012,0,0,21
10072,1507319,Kentucky,311631,2012,0,1,21
10073,1553540,Kentucky,282201,2012,0,2,21
10074,2122264,Kentucky,537815,2012,1,0,21
10075,1026258,Kentucky,282277,2012,1,1,21
10076,1096006,Kentucky,255537,2012,1,2,21
10083,981888,Kentucky,62467,2012,4,0,21
10084,3133462,Louisiana,755908,2012,0,0,22
10085,1526552,Louisiana,385183,2012,0,1,22
10086,1606910,Louisiana,370725,2012,0,2,22
10087,2093638,Louisiana,698706,2012,1,0,22
10088,994870,Louisiana,356859,2012,1,1,22
10089,1098768,Louisiana,341847,2012,1,2,22
10096,1089638,Louisiana,64330,2012,4,0,22
10097,941434,Maine,133087,2012,0,0,23
10098,458218,Maine,75718,2012,0,1,23
10099,483216,Maine,57368,2012,0,2,23
10100,693963,Maine,121115,2012,1,0,23
10101,330929,Maine,69575,2012,1,1,23
10102,363034,Maine,51540,2012,1,2,23
10109,260858,Maine,13323,2012,4,0,23
10110,4409694,Maryland,587764,2012,0,0,24
10111,2121493,Maryland,323348,2012,0,1,24
10112,2288202,Maryland,264416,2012,0,2,24
10113,3139816,Maryland,536054,2012,1,0,24
10114,1472700,Maryland,297865,2012,1,1,24
10115,1667117,Maryland,238189,2012,1,2,24
10122,1334213,Maryland,58350,2012,4,0,24
10123,5249851,Massachusetts,246614,2012,0,0,25
10124,2565185,Massachusetts,148650,2012,0,1,25
10125,2684666,Massachusetts,97964,2012,0,2,25
10126,3882539,Massachusetts,228986,2012,1,0,25
10127,1866066,Massachusetts,140067,2012,1,1,25
10128,2016473,Massachusetts,88920,2012,1,2,25
10135,1441785,Massachusetts,19768,2012,4,0,25
10136,7151836,Michigan,1103508,2012,0,0,26
10137,3493166,Michigan,609919,2012,0,1,26
10138,3658670,Michigan,493589,2012,0,2,26
10139,5015623,Michigan,1014361,2012,1,0,26
10140,2400408,Michigan,563238,2012,1,1,26
10141,2615214,Michigan,451123,2012,1,2,26
10148,2249250,Michigan,100783,2012,4,0,26
10149,4139838,Minnesota,419196,2012,0,0,27
10150,2056727,Minnesota,242561,2012,0,1,27
10151,2083110,Minnesota,176635,2012,0,2,27
10152,2945580,Minnesota,353644,2012,1,0,27
10153,1447880,Minnesota,207102,2012,1,1,27
10154,1497700,Minnesota,146541,2012,1,2,27
10161,1251408,Minnesota,72238,2012,4,0,27
10162,2002093,Mississippi,491937,2012,0,0,28
10163,964919,Mississippi,253442,2012,0,1,28
10164,1037173,Mississippi,238495,2012,0,2,28
10165,1323428,Mississippi,440430,2012,1,0,28
